cao_code,name,description,nfq_level,duration,tags,course_url,college_id,points,entry_requirements,career_info,created_at,source_page,keywords
,CAO Page,,8,,General,https://www.qualifax.ie/node/206131,1,0,,,2025-01-25T15:00:00,0,"cao, general, page"
,Education System,,8,,Education,https://www.qualifax.ie/node/206102,1,0,,,2025-01-25T15:00:00,0,"education, system"
,Information Hub,,8,,General,https://www.qualifax.ie/information-hub,1,0,,,2025-01-25T15:00:00,0,"general, hub, information"
,Other QQI Resources,,8,,General,https://www.qualifax.ie/node/206103,1,0,,,2025-01-25T15:00:00,0,"general, other, qqi, resources"
,What We Do,,8,,General,https://www.qualifax.ie/node/206101,1,0,,,2025-01-25T15:00:00,0,"general, what"
,Who We Are,,8,,General,https://www.qualifax.ie/node/206100,1,0,,,2025-01-25T15:00:00,0,"general, who"
,Archaeology - Buildings Archaeology - Sligo,,8,,General,https://www.qualifax.ie/course/220192,1,0,,,2025-01-25T15:00:00,0,"archaeology, buildings, general, sligo"
,Archaeology - Introduction to Archaeological Interpretation - Sligo,,8,,General,https://www.qualifax.ie/course/220193,1,0,,,2025-01-25T15:00:00,0,"archaeological, archaeology, general, interpretation, introduction, sligo"
,Art Craft & Design - Portfolio,,8,,Arts,https://www.qualifax.ie/course/596,1,0,,,2025-01-25T15:00:00,0,"art, arts, craft, design, portfolio"
,Digital Media Skills,,8,,Arts,https://www.qualifax.ie/course/223848,1,0,,,2025-01-25T15:00:00,0,"arts, digital, media, skills"
,E-Business & Office Skills,,8,,Business,https://www.qualifax.ie/course/219908,1,0,,,2025-01-25T15:00:00,0,"business, office, skills"
,GREAT Cognitive Rehabilitation - E-Learning,,8,,General,https://www.qualifax.ie/course/221910,1,0,,,2025-01-25T15:00:00,0,"cognitive, general, great, learning, rehabilitation"
,Interview & CV Preparation - Career Planning - Thurles,,8,,Health,https://www.qualifax.ie/course/223577,1,0,,,2025-01-25T15:00:00,0,"career, health, interview, planning, preparation, thurles"
,Special Needs Assistant - Community Health Services,,8,,Health,https://www.qualifax.ie/course/6030,1,0,,,2025-01-25T15:00:00,0,"assistant, community, health, needs, services, special"
,Sustainable Horticulture with Biodiversity,,8,,General,https://www.qualifax.ie/course/223077,1,0,,,2025-01-25T15:00:00,0,"biodiversity, general, horticulture, sustainable"
,Inside Social Care Open Day,,8,,Health,https://www.qualifax.ie/events/inside-social-care-open-day,1,0,,,2025-01-25T15:00:00,0,"care, day, health, inside, open, social"
,2026 Deadline for Completion of DARE Application Form,,8,,General,https://www.qualifax.ie/events/2026-deadline-for-completion-of-dare-application-form,1,0,,,2025-01-25T15:00:00,0,"2026, application, completion, dare, deadline, form, general"
,2026 Deadline for Completion of the Online HEAR Application Form,,8,,General,https://www.qualifax.ie/events/2026-deadline-for-completion-of-the-online-hear-application-form,1,0,,,2025-01-25T15:00:00,0,"2026, application, completion, deadline, form, general, hear, online"
,2026 Latest Date for DARE Supporting Documents to arrive in CAO,,8,,General,https://www.qualifax.ie/events/2026-latest-date-for-dare-supporting-documents-to-arrive-in-cao,1,0,,,2025-01-25T15:00:00,1,"2026, arrive, cao, dare, date, documents, general, latest, supporting"
,2026 Latest Date for HEAR Supporting Documents to arrive in CAO,,8,,General,https://www.qualifax.ie/events/2026-latest-date-for-hear-supporting-documents-to-arrive-in-cao,1,0,,,2025-01-25T15:00:00,1,"2026, arrive, cao, date, documents, general, hear, latest, supporting"
,2D & 3D Digital Animation Production,,8,,General,https://www.qualifax.ie/course/97195,1,0,,,2025-01-25T15:00:00,1,"animation, digital, general, production"
,2D Computer Aided Design,,8,,"Arts, STEM",https://www.qualifax.ie/course/223527,1,0,,,2025-01-25T15:00:00,1," stem, aided, arts, computer, design"
,3D Animation,,8,,General,https://www.qualifax.ie/course/114153,1,0,,,2025-01-25T15:00:00,1,"animation, general"
,3D Animation - with Motion Graphics,,8,,General,https://www.qualifax.ie/course/109021,1,0,,,2025-01-25T15:00:00,1,"animation, general, graphics, motion"
,3D Animation - with Portfolio Preparation,,8,,General,https://www.qualifax.ie/course/220061,1,0,,,2025-01-25T15:00:00,1,"animation, general, portfolio, preparation"
,3D Design for Emerging Technologies - Letterkenny,,8,,Arts,https://www.qualifax.ie/course/218444,1,0,,,2025-01-25T15:00:00,1,"arts, design, emerging, letterkenny, technologies"
,3D Game Design,,8,,Arts,https://www.qualifax.ie/course/56640,1,0,,,2025-01-25T15:00:00,1,"arts, design, game"
